epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568490768634,2019-09-14T15:52:48.634,52.410,0.440,0.876,0.007
1568490768644,2019-09-14T15:52:48.644,52.420,0.439,0.876,0.008
1568490768654,2019-09-14T15:52:48.654,52.430,0.439,0.873,0.011
1568490768664,2019-09-14T15:52:48.664,52.440,0.438,0.871,0.010
1568490768674,2019-09-14T15:52:48.674,52.450,0.438,0.875,0.009
1568490768684,2019-09-14T15:52:48.684,52.460,0.437,0.880,0.013
1568490768694,2019-09-14T15:52:48.694,52.470,0.438,0.882,0.015
1568490768704,2019-09-14T15:52:48.704,52.480,0.440,0.880,0.011
1568490768714,2019-09-14T15:52:48.714,52.490,0.444,0.885,0.015
1568490768724,2019-09-14T15:52:48.724,52.500,0.447,0.887,0.015
1568490768734,2019-09-14T15:52:48.734,52.510,0.447,0.881,0.014
1568490768744,2019-09-14T15:52:48.744,52.520,0.450,0.879,0.020
1568490768754,2019-09-14T15:52:48.754,52.530,0.455,0.887,0.020
1568490768764,2019-09-14T15:52:48.764,52.540,0.457,0.891,0.021
1568490768774,2019-09-14T15:52:48.774,52.550,0.458,0.888,0.020
1568490768784,2019-09-14T15:52:48.784,52.560,0.453,0.882,0.022
1568490768794,2019-09-14T15:52:48.794,52.570,0.450,0.878,0.026
1568490768804,2019-09-14T15:52:48.804,52.580,0.449,0.875,0.030
1568490768814,2019-09-14T15:52:48.814,52.590,0.448,0.873,0.027
1568490768824,2019-09-14T15:52:48.824,52.600,0.448,0.878,0.026
1568490768834,2019-09-14T15:52:48.834,52.610,0.450,0.880,0.027
1568490768844,2019-09-14T15:52:48.844,52.620,0.454,0.881,0.029
1568490768854,2019-09-14T15:52:48.854,52.630,0.456,0.881,0.027
1568490768864,2019-09-14T15:52:48.864,52.640,0.456,0.884,0.028
1568490768874,2019-09-14T15:52:48.874,52.650,0.459,0.883,0.030
1568490768884,2019-09-14T15:52:48.884,52.660,0.460,0.882,0.029
1568490768894,2019-09-14T15:52:48.894,52.670,0.456,0.876,0.033
1568490768904,2019-09-14T15:52:48.904,52.680,0.458,0.874,0.035
1568490768914,2019-09-14T15:52:48.914,52.690,0.457,0.876,0.036
1568490768924,2019-09-14T15:52:48.924,52.700,0.458,0.875,0.038
1568490768934,2019-09-14T15:52:48.934,52.710,0.457,0.879,0.038
1568490768944,2019-09-14T15:52:48.944,52.720,0.457,0.879,0.041
1568490768954,2019-09-14T15:52:48.954,52.730,0.457,0.879,0.039
1568490768964,2019-09-14T15:52:48.964,52.740,0.457,0.883,0.037
1568490768974,2019-09-14T15:52:48.974,52.750,0.458,0.879,0.036
1568490768984,2019-09-14T15:52:48.984,52.760,0.457,0.878,0.036
1568490768994,2019-09-14T15:52:48.994,52.770,0.455,0.886,0.034
1568490769004,2019-09-14T15:52:49.004,52.780,0.450,0.886,0.032
1568490769014,2019-09-14T15:52:49.014,52.790,0.448,0.882,0.029
1568490769024,2019-09-14T15:52:49.024,52.800,0.446,0.881,0.026
1568490769034,2019-09-14T15:52:49.034,52.810,0.443,0.879,0.027
1568490769044,2019-09-14T15:52:49.044,52.820,0.443,0.883,0.025
1568490769054,2019-09-14T15:52:49.054,52.830,0.442,0.886,0.024
1568490769064,2019-09-14T15:52:49.064,52.840,0.438,0.887,0.024
1568490769074,2019-09-14T15:52:49.074,52.850,0.439,0.889,0.022
1568490769084,2019-09-14T15:52:49.084,52.860,0.438,0.891,0.020
1568490769094,2019-09-14T15:52:49.094,52.870,0.436,0.890,0.022
1568490769104,2019-09-14T15:52:49.104,52.880,0.435,0.892,0.024
1568490769114,2019-09-14T15:52:49.114,52.890,0.434,0.896,0.022
1568490769124,2019-09-14T15:52:49.124,52.900,0.437,0.899,0.022
1568490769134,2019-09-14T15:52:49.134,52.910,0.436,0.900,0.020
1568490769144,2019-09-14T15:52:49.144,52.920,0.437,0.897,0.019
1568490769154,2019-09-14T15:52:49.154,52.930,0.438,0.896,0.020
1568490769164,2019-09-14T15:52:49.164,52.940,0.435,0.893,0.021
1568490769174,2019-09-14T15:52:49.174,52.950,0.438,0.888,0.021
1568490769184,2019-09-14T15:52:49.184,52.960,0.435,0.889,0.021
1568490769194,2019-09-14T15:52:49.194,52.970,0.435,0.889,0.017
1568490769204,2019-09-14T15:52:49.204,52.980,0.429,0.881,0.018
1568490769214,2019-09-14T15:52:49.214,52.990,0.430,0.879,0.015
1568490769224,2019-09-14T15:52:49.224,53.000,0.427,0.883,0.015
1568490769234,2019-09-14T15:52:49.234,53.010,0.429,0.887,0.013
1568490769244,2019-09-14T15:52:49.244,53.020,0.433,0.892,0.012
1568490769254,2019-09-14T15:52:49.254,53.030,0.436,0.900,0.009
1568490769264,2019-09-14T15:52:49.264,53.040,0.439,0.903,0.007
1568490769274,2019-09-14T15:52:49.274,53.050,0.438,0.898,0.008
1568490769284,2019-09-14T15:52:49.284,53.060,0.439,0.896,0.006
1568490769294,2019-09-14T15:52:49.294,53.070,0.441,0.894,0.006
1568490769304,2019-09-14T15:52:49.304,53.080,0.442,0.891,0.005
1568490769314,2019-09-14T15:52:49.314,53.090,0.447,0.892,0.008
1568490769324,2019-09-14T15:52:49.324,53.100,0.451,0.893,0.007
1568490769334,2019-09-14T15:52:49.334,53.110,0.451,0.889,0.008
1568490769344,2019-09-14T15:52:49.344,53.120,0.448,0.881,0.009
1568490769354,2019-09-14T15:52:49.354,53.130,0.446,0.877,0.004
1568490769364,2019-09-14T15:52:49.364,53.140,0.445,0.879,0.003
1568490769374,2019-09-14T15:52:49.374,53.150,0.441,0.882,0.003
1568490769384,2019-09-14T15:52:49.384,53.160,0.442,0.884,0.005
1568490769394,2019-09-14T15:52:49.394,53.170,0.441,0.891,0.006
1568490769404,2019-09-14T15:52:49.404,53.180,0.440,0.899,0.005
1568490769414,2019-09-14T15:52:49.414,53.190,0.436,0.896,0.003
1568490769424,2019-09-14T15:52:49.424,53.200,0.430,0.895,0.004
1568490769434,2019-09-14T15:52:49.434,53.210,0.426,0.893,0.006
1568490769444,2019-09-14T15:52:49.444,53.220,0.421,0.896,0.007
1568490769454,2019-09-14T15:52:49.454,53.230,0.415,0.899,0.007
1568490769464,2019-09-14T15:52:49.464,53.240,0.408,0.898,0.013
1568490769474,2019-09-14T15:52:49.474,53.250,0.405,0.897,0.016
1568490769484,2019-09-14T15:52:49.484,53.260,0.399,0.899,0.019
1568490769494,2019-09-14T15:52:49.494,53.270,0.398,0.898,0.017
1568490769504,2019-09-14T15:52:49.504,53.280,0.395,0.899,0.020
1568490769514,2019-09-14T15:52:49.514,53.290,0.395,0.900,0.021
1568490769524,2019-09-14T15:52:49.524,53.300,0.395,0.904,0.026
1568490769534,2019-09-14T15:52:49.534,53.310,0.395,0.902,0.022
1568490769544,2019-09-14T15:52:49.544,53.320,0.392,0.897,0.024
1568490769554,2019-09-14T15:52:49.554,53.330,0.389,0.894,0.025
1568490769564,2019-09-14T15:52:49.564,53.340,0.391,0.895,0.028
1568490769574,2019-09-14T15:52:49.574,53.350,0.392,0.896,0.027
1568490769584,2019-09-14T15:52:49.584,53.360,0.394,0.895,0.028
1568490769594,2019-09-14T15:52:49.594,53.370,0.394,0.894,0.030
1568490769604,2019-09-14T15:52:49.604,53.380,0.398,0.897,0.028
1568490769614,2019-09-14T15:52:49.614,53.390,0.401,0.903,0.030
1568490769624,2019-09-14T15:52:49.624,53.400,0.406,0.904,0.031
1568490769634,2019-09-14T15:52:49.634,53.410,0.411,0.902,0.036
1568490769644,2019-09-14T15:52:49.644,53.420,0.413,0.902,0.037
1568490769654,2019-09-14T15:52:49.654,53.430,0.410,0.906,0.035
1568490769664,2019-09-14T15:52:49.664,53.440,0.412,0.899,0.033
1568490769674,2019-09-14T15:52:49.674,53.450,0.409,0.891,0.034
1568490769684,2019-09-14T15:52:49.684,53.460,0.411,0.896,0.033
1568490769694,2019-09-14T15:52:49.694,53.470,0.416,0.895,0.032
1568490769704,2019-09-14T15:52:49.704,53.480,0.414,0.888,0.033
1568490769714,2019-09-14T15:52:49.714,53.490,0.411,0.888,0.029
1568490769724,2019-09-14T15:52:49.724,53.500,0.418,0.893,0.028
1568490769734,2019-09-14T15:52:49.734,53.510,0.420,0.894,0.026
1568490769744,2019-09-14T15:52:49.744,53.520,0.425,0.896,0.023
1568490769754,2019-09-14T15:52:49.754,53.530,0.428,0.899,0.022
1568490769764,2019-09-14T15:52:49.764,53.540,0.432,0.900,0.021
1568490769774,2019-09-14T15:52:49.774,53.550,0.434,0.902,0.020
1568490769784,2019-09-14T15:52:49.784,53.560,0.432,0.903,0.015
1568490769794,2019-09-14T15:52:49.794,53.570,0.432,0.901,0.016
1568490769804,2019-09-14T15:52:49.804,53.580,0.431,0.900,0.015
1568490769814,2019-09-14T15:52:49.814,53.590,0.425,0.902,0.016
1568490769824,2019-09-14T15:52:49.824,53.600,0.426,0.900,0.017
1568490769834,2019-09-14T15:52:49.834,53.610,0.422,0.900,0.022
1568490769844,2019-09-14T15:52:49.844,53.620,0.419,0.902,0.023
1568490769854,2019-09-14T15:52:49.854,53.630,0.420,0.903,0.021
1568490769864,2019-09-14T15:52:49.864,53.640,0.418,0.902,0.025
1568490769874,2019-09-14T15:52:49.874,53.650,0.413,0.898,0.024
1568490769884,2019-09-14T15:52:49.884,53.660,0.411,0.896,0.024
1568490769894,2019-09-14T15:52:49.894,53.670,0.410,0.896,0.024
1568490769904,2019-09-14T15:52:49.904,53.680,0.411,0.897,0.021
1568490769914,2019-09-14T15:52:49.914,53.690,0.410,0.897,0.025
1568490769924,2019-09-14T15:52:49.924,53.700,0.407,0.902,0.025
1568490769934,2019-09-14T15:52:49.934,53.710,0.407,0.903,0.028
1568490769944,2019-09-14T15:52:49.944,53.720,0.410,0.906,0.025
1568490769954,2019-09-14T15:52:49.954,53.730,0.406,0.906,0.026
1568490769964,2019-09-14T15:52:49.964,53.740,0.406,0.907,0.030
1568490769974,2019-09-14T15:52:49.974,53.750,0.405,0.904,0.032
1568490769984,2019-09-14T15:52:49.984,53.760,0.401,0.902,0.029
1568490769994,2019-09-14T15:52:49.994,53.770,0.401,0.900,0.027
1568490770004,2019-09-14T15:52:50.004,53.780,0.400,0.897,0.026
1568490770014,2019-09-14T15:52:50.014,53.790,0.399,0.894,0.027
1568490770024,2019-09-14T15:52:50.024,53.800,0.400,0.900,0.024
1568490770034,2019-09-14T15:52:50.034,53.810,0.400,0.906,0.025
1568490770044,2019-09-14T15:52:50.044,53.820,0.400,0.905,0.027
1568490770054,2019-09-14T15:52:50.054,53.830,0.401,0.902,0.028
1568490770064,2019-09-14T15:52:50.064,53.840,0.401,0.898,0.027
1568490770074,2019-09-14T15:52:50.074,53.850,0.397,0.896,0.026
1568490770084,2019-09-14T15:52:50.084,53.860,0.403,0.899,0.021
1568490770094,2019-09-14T15:52:50.094,53.870,0.403,0.900,0.020
1568490770104,2019-09-14T15:52:50.104,53.880,0.406,0.899,0.023
1568490770114,2019-09-14T15:52:50.114,53.890,0.407,0.892,0.023
1568490770124,2019-09-14T15:52:50.124,53.900,0.411,0.890,0.021
1568490770134,2019-09-14T15:52:50.134,53.910,0.413,0.891,0.021
1568490770144,2019-09-14T15:52:50.144,53.920,0.414,0.886,0.020
1568490770154,2019-09-14T15:52:50.154,53.930,0.417,0.881,0.022
1568490770164,2019-09-14T15:52:50.164,53.940,0.421,0.883,0.022
1568490770174,2019-09-14T15:52:50.174,53.950,0.425,0.882,0.024
1568490770184,2019-09-14T15:52:50.184,53.960,0.427,0.881,0.023
1568490770194,2019-09-14T15:52:50.194,53.970,0.427,0.882,0.022
1568490770204,2019-09-14T15:52:50.204,53.980,0.430,0.886,0.020
1568490770214,2019-09-14T15:52:50.214,53.990,0.434,0.886,0.023
1568490770224,2019-09-14T15:52:50.224,54.000,0.430,0.884,0.022
1568490770234,2019-09-14T15:52:50.234,54.010,0.429,0.882,0.022
1568490770244,2019-09-14T15:52:50.244,54.020,0.430,0.883,0.017
1568490770254,2019-09-14T15:52:50.254,54.030,0.431,0.885,0.017
1568490770264,2019-09-14T15:52:50.264,54.040,0.433,0.883,0.015
1568490770274,2019-09-14T15:52:50.274,54.050,0.432,0.882,0.015
1568490770284,2019-09-14T15:52:50.284,54.060,0.434,0.878,0.014
1568490770294,2019-09-14T15:52:50.294,54.070,0.433,0.878,0.014
1568490770304,2019-09-14T15:52:50.304,54.080,0.434,0.877,0.015
1568490770314,2019-09-14T15:52:50.314,54.090,0.435,0.873,0.012
1568490770324,2019-09-14T15:52:50.324,54.100,0.435,0.872,0.012
1568490770334,2019-09-14T15:52:50.334,54.110,0.436,0.869,0.012
1568490770344,2019-09-14T15:52:50.344,54.120,0.437,0.863,0.009
1568490770354,2019-09-14T15:52:50.354,54.130,0.437,0.855,0.005
1568490770364,2019-09-14T15:52:50.364,54.140,0.438,0.852,0.009
1568490770374,2019-09-14T15:52:50.374,54.150,0.437,0.849,0.007
1568490770384,2019-09-14T15:52:50.384,54.160,0.440,0.843,0.005
1568490770394,2019-09-14T15:52:50.394,54.170,0.443,0.843,0.007
1568490770404,2019-09-14T15:52:50.404,54.180,0.446,0.844,0.004
1568490770414,2019-09-14T15:52:50.414,54.190,0.442,0.838,0.008
1568490770424,2019-09-14T15:52:50.424,54.200,0.442,0.841,0.007
1568490770434,2019-09-14T15:52:50.434,54.210,0.439,0.837,0.009
1568490770444,2019-09-14T15:52:50.444,54.220,0.426,0.835,0.013
1568490770454,2019-09-14T15:52:50.454,54.230,0.411,0.826,0.011
1568490770464,2019-09-14T15:52:50.464,54.240,0.388,0.823,0.016
1568490770474,2019-09-14T15:52:50.474,54.250,0.376,0.825,0.021
1568490770484,2019-09-14T15:52:50.484,54.260,0.374,0.831,0.021
1568490770494,2019-09-14T15:52:50.494,54.270,0.372,0.832,0.026
1568490770504,2019-09-14T15:52:50.504,54.280,0.371,0.836,0.031
1568490770514,2019-09-14T15:52:50.514,54.290,0.368,0.844,0.033
1568490770524,2019-09-14T15:52:50.524,54.300,0.369,0.851,0.031
1568490770534,2019-09-14T15:52:50.534,54.310,0.365,0.862,0.031
1568490770544,2019-09-14T15:52:50.544,54.320,0.354,0.857,0.030
1568490770554,2019-09-14T15:52:50.554,54.330,0.335,0.842,0.027
1568490770564,2019-09-14T15:52:50.564,54.340,0.313,0.839,0.021
1568490770574,2019-09-14T15:52:50.574,54.350,0.295,0.830,0.024
1568490770584,2019-09-14T15:52:50.584,54.360,0.269,0.800,0.021
1568490770594,2019-09-14T15:52:50.594,54.370,0.240,0.773,0.017
1568490770604,2019-09-14T15:52:50.604,54.380,0.221,0.755,0.016
1568490770614,2019-09-14T15:52:50.614,54.390,0.216,0.744,0.018
1568490770624,2019-09-14T15:52:50.624,54.400,0.208,0.741,0.022
1568490770634,2019-09-14T15:52:50.634,54.410,0.197,0.740,0.021
1568490770644,2019-09-14T15:52:50.644,54.420,0.180,0.716,0.028
1568490770654,2019-09-14T15:52:50.654,54.430,0.161,0.684,0.036
1568490770664,2019-09-14T15:52:50.664,54.440,0.147,0.668,0.044
1568490770674,2019-09-14T15:52:50.674,54.450,0.129,0.664,0.046
1568490770684,2019-09-14T15:52:50.684,54.460,0.102,0.648,0.051
1568490770694,2019-09-14T15:52:50.694,54.470,0.074,0.634,0.057
1568490770704,2019-09-14T15:52:50.704,54.480,0.042,0.620,0.060
1568490770714,2019-09-14T15:52:50.714,54.490,0.010,0.599,0.060
1568490770724,2019-09-14T15:52:50.724,54.500,-0.017,0.585,0.062
1568490770734,2019-09-14T15:52:50.734,54.510,-0.037,0.572,0.057
1568490770744,2019-09-14T15:52:50.744,54.520,-0.063,0.555,0.055
1568490770754,2019-09-14T15:52:50.754,54.530,-0.088,0.568,0.054
1568490770764,2019-09-14T15:52:50.764,54.540,-0.113,0.603,0.048
1568490770774,2019-09-14T15:52:50.774,54.550,-0.142,0.635,0.041
1568490770784,2019-09-14T15:52:50.784,54.560,-0.183,0.650,0.038
1568490770794,2019-09-14T15:52:50.794,54.570,-0.226,0.648,0.033
1568490770804,2019-09-14T15:52:50.804,54.580,-0.257,0.650,0.035
1568490770814,2019-09-14T15:52:50.814,54.590,-0.276,0.655,0.022
1568490770824,2019-09-14T15:52:50.824,54.600,-0.292,0.664,0.012
1568490770834,2019-09-14T15:52:50.834,54.610,-0.305,0.697,0.004
1568490770844,2019-09-14T15:52:50.844,54.620,-0.317,0.742,-0.007
1568490770854,2019-09-14T15:52:50.854,54.630,-0.345,0.738,-0.013
1568490770864,2019-09-14T15:52:50.864,54.640,-0.381,0.693,-0.016
1568490770874,2019-09-14T15:52:50.874,54.650,-0.429,0.638,-0.024
1568490770884,2019-09-14T15:52:50.884,54.660,-0.464,0.605,-0.034
1568490770894,2019-09-14T15:52:50.894,54.670,-0.472,0.635,-0.045
1568490770904,2019-09-14T15:52:50.904,54.680,-0.481,0.705,-0.058
1568490770914,2019-09-14T15:52:50.914,54.690,-0.501,0.743,-0.070
1568490770924,2019-09-14T15:52:50.924,54.700,-0.526,0.745,-0.074
1568490770934,2019-09-14T15:52:50.934,54.710,-0.553,0.739,-0.083
1568490770944,2019-09-14T15:52:50.944,54.720,-0.570,0.735,-0.089
1568490770954,2019-09-14T15:52:50.954,54.730,-0.599,0.719,-0.091
1568490770964,2019-09-14T15:52:50.964,54.740,-0.633,0.690,-0.095
1568490770974,2019-09-14T15:52:50.974,54.750,-0.661,0.677,-0.102
1568490770984,2019-09-14T15:52:50.984,54.760,-0.673,0.680,-0.098
1568490770994,2019-09-14T15:52:50.994,54.770,-0.682,0.702,-0.096
1568490771004,2019-09-14T15:52:51.004,54.780,-0.698,0.724,-0.098
1568490771014,2019-09-14T15:52:51.014,54.790,-0.724,0.710,-0.098
1568490771024,2019-09-14T15:52:51.024,54.800,-0.754,0.678,-0.096
1568490771034,2019-09-14T15:52:51.034,54.810,-0.772,0.661,-0.092
1568490771044,2019-09-14T15:52:51.044,54.820,-0.784,0.660,-0.087
1568490771054,2019-09-14T15:52:51.054,54.830,-0.801,0.662,-0.083
1568490771064,2019-09-14T15:52:51.064,54.840,-0.818,0.659,-0.083
1568490771074,2019-09-14T15:52:51.074,54.850,-0.831,0.679,-0.086
1568490771084,2019-09-14T15:52:51.084,54.860,-0.841,0.735,-0.076
1568490771094,2019-09-14T15:52:51.094,54.870,-0.857,0.764,-0.072
1568490771104,2019-09-14T15:52:51.104,54.880,-0.889,0.725,-0.070
1568490771114,2019-09-14T15:52:51.114,54.890,-0.931,0.677,-0.069
1568490771124,2019-09-14T15:52:51.124,54.900,-0.956,0.653,-0.076
1568490771134,2019-09-14T15:52:51.134,54.910,-0.961,0.644,-0.090
1568490771144,2019-09-14T15:52:51.144,54.920,-0.965,0.629,-0.103
1568490771154,2019-09-14T15:52:51.154,54.930,-0.958,0.631,-0.113
1568490771164,2019-09-14T15:52:51.164,54.940,-0.952,0.654,-0.127
1568490771174,2019-09-14T15:52:51.174,54.950,-0.959,0.646,-0.139
1568490771184,2019-09-14T15:52:51.184,54.960,-0.966,0.629,-0.158
1568490771194,2019-09-14T15:52:51.194,54.970,-0.977,0.655,-0.184
1568490771204,2019-09-14T15:52:51.204,54.980,-0.996,0.691,-0.204
1568490771214,2019-09-14T15:52:51.214,54.990,-1.016,0.710,-0.212
1568490771224,2019-09-14T15:52:51.224,55.000,-1.021,0.728,-0.210
1568490771234,2019-09-14T15:52:51.234,55.010,-1.018,0.737,-0.208
1568490771244,2019-09-14T15:52:51.244,55.020,-1.034,0.725,-0.209
1568490771254,2019-09-14T15:52:51.254,55.030,-1.065,0.715,-0.212
1568490771264,2019-09-14T15:52:51.264,55.040,-1.085,0.721,-0.215
1568490771274,2019-09-14T15:52:51.274,55.050,-1.092,0.721,-0.219
1568490771284,2019-09-14T15:52:51.284,55.060,-1.111,0.707,-0.222
1568490771294,2019-09-14T15:52:51.294,55.070,-1.140,0.674,-0.218
1568490771304,2019-09-14T15:52:51.304,55.080,-1.155,0.629,-0.211
1568490771314,2019-09-14T15:52:51.314,55.090,-1.146,0.609,-0.208
1568490771324,2019-09-14T15:52:51.324,55.100,-1.133,0.656,-0.203
1568490771334,2019-09-14T15:52:51.334,55.110,-1.144,0.725,-0.202
1568490771344,2019-09-14T15:52:51.344,55.120,-1.168,0.727,-0.199
1568490771354,2019-09-14T15:52:51.354,55.130,-1.175,0.662,-0.189
1568490771364,2019-09-14T15:52:51.364,55.140,-1.187,0.602,-0.183
1568490771374,2019-09-14T15:52:51.374,55.150,-1.190,0.567,-0.175
1568490771384,2019-09-14T15:52:51.384,55.160,-1.143,0.567,-0.164
1568490771394,2019-09-14T15:52:51.394,55.170,-1.103,0.606,-0.158
1568490771404,2019-09-14T15:52:51.404,55.180,-1.120,0.646,-0.166
1568490771414,2019-09-14T15:52:51.414,55.190,-1.127,0.632,-0.166
1568490771424,2019-09-14T15:52:51.424,55.200,-1.120,0.583,-0.162
1568490771434,2019-09-14T15:52:51.434,55.210,-1.138,0.541,-0.162
1568490771444,2019-09-14T15:52:51.444,55.220,-1.140,0.549,-0.157
1568490771454,2019-09-14T15:52:51.454,55.230,-1.078,0.620,-0.155
1568490771464,2019-09-14T15:52:51.464,55.240,-1.053,0.683,-0.158
1568490771474,2019-09-14T15:52:51.474,55.250,-1.089,0.738,-0.161
1568490771484,2019-09-14T15:52:51.484,55.260,-1.066,0.807,-0.166
1568490771494,2019-09-14T15:52:51.494,55.270,-1.021,0.840,-0.170
1568490771504,2019-09-14T15:52:51.504,55.280,-1.003,0.806,-0.176
1568490771514,2019-09-14T15:52:51.514,55.290,-0.992,0.764,-0.179
1568490771524,2019-09-14T15:52:51.524,55.300,-0.971,0.774,-0.183
1568490771534,2019-09-14T15:52:51.534,55.310,-0.948,0.813,-0.187
1568490771544,2019-09-14T15:52:51.544,55.320,-0.922,0.855,-0.193
1568490771554,2019-09-14T15:52:51.554,55.330,-0.898,0.882,-0.199
1568490771564,2019-09-14T15:52:51.564,55.340,-0.886,0.860,-0.204
1568490771574,2019-09-14T15:52:51.574,55.350,-0.879,0.809,-0.205
1568490771584,2019-09-14T15:52:51.584,55.360,-0.861,0.768,-0.201
1568490771594,2019-09-14T15:52:51.594,55.370,-0.847,0.734,-0.195
1568490771604,2019-09-14T15:52:51.604,55.380,-0.845,0.711,-0.187
1568490771614,2019-09-14T15:52:51.614,55.390,-0.831,0.722,-0.177
1568490771624,2019-09-14T15:52:51.624,55.400,-0.811,0.735,-0.168
1568490771634,2019-09-14T15:52:51.634,55.410,-0.799,0.700,-0.154
1568490771644,2019-09-14T15:52:51.644,55.420,-0.780,0.657,-0.144
1568490771654,2019-09-14T15:52:51.654,55.430,-0.759,0.628,-0.137
1568490771664,2019-09-14T15:52:51.664,55.440,-0.748,0.596,-0.133
1568490771674,2019-09-14T15:52:51.674,55.450,-0.745,0.556,-0.140
1568490771684,2019-09-14T15:52:51.684,55.460,-0.749,0.532,-0.146
1568490771694,2019-09-14T15:52:51.694,55.470,-0.736,0.565,-0.145
1568490771704,2019-09-14T15:52:51.704,55.480,-0.699,0.633,-0.144
1568490771714,2019-09-14T15:52:51.714,55.490,-0.674,0.652,-0.146
1568490771724,2019-09-14T15:52:51.724,55.500,-0.663,0.630,-0.136
1568490771734,2019-09-14T15:52:51.734,55.510,-0.641,0.622,-0.133
1568490771744,2019-09-14T15:52:51.744,55.520,-0.615,0.639,-0.129
1568490771754,2019-09-14T15:52:51.754,55.530,-0.594,0.679,-0.121
1568490771764,2019-09-14T15:52:51.764,55.540,-0.580,0.732,-0.113
1568490771774,2019-09-14T15:52:51.774,55.550,-0.563,0.766,-0.106
1568490771784,2019-09-14T15:52:51.784,55.560,-0.559,0.764,-0.101
1568490771794,2019-09-14T15:52:51.794,55.570,-0.567,0.736,-0.095
1568490771804,2019-09-14T15:52:51.804,55.580,-0.567,0.716,-0.087
1568490771814,2019-09-14T15:52:51.814,55.590,-0.561,0.720,-0.080
1568490771824,2019-09-14T15:52:51.824,55.600,-0.560,0.736,-0.071
1568490771834,2019-09-14T15:52:51.834,55.610,-0.564,0.752,-0.064
1568490771844,2019-09-14T15:52:51.844,55.620,-0.566,0.754,-0.060
1568490771854,2019-09-14T15:52:51.854,55.630,-0.569,0.751,-0.053
1568490771864,2019-09-14T15:52:51.864,55.640,-0.577,0.750,-0.048
1568490771874,2019-09-14T15:52:51.874,55.650,-0.581,0.751,-0.045
1568490771884,2019-09-14T15:52:51.884,55.660,-0.579,0.769,-0.043
1568490771894,2019-09-14T15:52:51.894,55.670,-0.562,0.805,-0.039
1568490771904,2019-09-14T15:52:51.904,55.680,-0.545,0.833,-0.036
1568490771914,2019-09-14T15:52:51.914,55.690,-0.539,0.835,-0.039
1568490771924,2019-09-14T15:52:51.924,55.700,-0.533,0.817,-0.039
1568490771934,2019-09-14T15:52:51.934,55.710,-0.522,0.804,-0.041
1568490771944,2019-09-14T15:52:51.944,55.720,-0.505,0.792,-0.043
1568490771954,2019-09-14T15:52:51.954,55.730,-0.477,0.790,-0.050
1568490771964,2019-09-14T15:52:51.964,55.740,-0.438,0.806,-0.056
1568490771974,2019-09-14T15:52:51.974,55.750,-0.390,0.830,-0.077
1568490771984,2019-09-14T15:52:51.984,55.760,-0.334,0.843,-0.093
1568490771994,2019-09-14T15:52:51.994,55.770,-0.306,0.834,-0.107
