epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568490744628,2019-09-14T15:52:24.628,28.480,-5.671,1.585,38.354
1568490744638,2019-09-14T15:52:24.638,28.490,-4.451,1.341,37.561
1568490744648,2019-09-14T15:52:24.648,28.500,-3.110,0.976,36.707
1568490744658,2019-09-14T15:52:24.658,28.510,-1.646,0.610,35.549
1568490744668,2019-09-14T15:52:24.668,28.520,-0.061,0.366,34.573
1568490744678,2019-09-14T15:52:24.678,28.530,1.463,-0.061,33.720
1568490744688,2019-09-14T15:52:24.688,28.540,2.988,-0.610,33.415
1568490744698,2019-09-14T15:52:24.698,28.550,3.720,-1.037,34.024
1568490744708,2019-09-14T15:52:24.708,28.560,3.537,-0.976,35.061
1568490744718,2019-09-14T15:52:24.718,28.570,3.354,-0.854,36.159
1568490744728,2019-09-14T15:52:24.728,28.580,2.988,-0.610,36.707
1568490744738,2019-09-14T15:52:24.738,28.590,2.805,-0.610,36.402
1568490744748,2019-09-14T15:52:24.748,28.600,2.683,-0.549,35.549
1568490744758,2019-09-14T15:52:24.758,28.610,2.500,-0.488,34.146
1568490744768,2019-09-14T15:52:24.768,28.620,2.195,-0.366,32.622
1568490744778,2019-09-14T15:52:24.778,28.630,1.707,-0.183,30.793
1568490744788,2019-09-14T15:52:24.788,28.640,1.098,0.000,28.841
1568490744798,2019-09-14T15:52:24.798,28.650,0.732,-0.122,26.707
1568490744808,2019-09-14T15:52:24.808,28.660,0.122,-0.122,24.878
1568490744818,2019-09-14T15:52:24.818,28.670,-0.671,-0.061,23.354
1568490744828,2019-09-14T15:52:24.828,28.680,-1.159,-0.244,22.317
1568490744838,2019-09-14T15:52:24.838,28.690,-1.890,-0.183,21.890
1568490744848,2019-09-14T15:52:24.848,28.700,-3.110,0.000,21.890
1568490744858,2019-09-14T15:52:24.858,28.710,-3.963,0.244,22.073
1568490744868,2019-09-14T15:52:24.868,28.720,-4.390,0.122,22.134
1568490744878,2019-09-14T15:52:24.878,28.730,-4.695,0.061,22.134
1568490744888,2019-09-14T15:52:24.888,28.740,-4.695,0.000,22.134
1568490744898,2019-09-14T15:52:24.898,28.750,-4.634,-0.122,22.073
1568490744908,2019-09-14T15:52:24.908,28.760,-4.695,-0.122,22.195
1568490744918,2019-09-14T15:52:24.918,28.770,-5.122,0.183,22.439
1568490744928,2019-09-14T15:52:24.928,28.780,-5.305,0.427,22.866
1568490744938,2019-09-14T15:52:24.938,28.790,-5.671,0.793,23.476
1568490744948,2019-09-14T15:52:24.948,28.800,-6.098,1.159,24.024
1568490744958,2019-09-14T15:52:24.958,28.810,-5.854,1.341,24.024
1568490744968,2019-09-14T15:52:24.968,28.820,-5.122,1.280,23.537
1568490744978,2019-09-14T15:52:24.978,28.830,-4.390,1.280,22.866
1568490744988,2019-09-14T15:52:24.988,28.840,-3.780,1.220,22.195
1568490744998,2019-09-14T15:52:24.998,28.850,-3.293,1.220,21.463
1568490745008,2019-09-14T15:52:25.008,28.860,-2.866,1.280,20.488
1568490745018,2019-09-14T15:52:25.018,28.870,-2.317,1.341,19.329
1568490745028,2019-09-14T15:52:25.028,28.880,-2.012,1.585,18.415
1568490745038,2019-09-14T15:52:25.038,28.890,-2.195,2.195,17.866
1568490745048,2019-09-14T15:52:25.048,28.900,-2.378,2.622,17.439
1568490745058,2019-09-14T15:52:25.058,28.910,-2.195,3.049,16.768
1568490745068,2019-09-14T15:52:25.068,28.920,-1.768,3.293,16.037
1568490745078,2019-09-14T15:52:25.078,28.930,-1.341,3.598,15.183
1568490745088,2019-09-14T15:52:25.088,28.940,-0.976,3.902,14.207
1568490745098,2019-09-14T15:52:25.098,28.950,-0.610,4.207,13.049
1568490745108,2019-09-14T15:52:25.108,28.960,-0.244,4.451,11.890
1568490745118,2019-09-14T15:52:25.118,28.970,0.000,4.695,10.915
1568490745128,2019-09-14T15:52:25.128,28.980,0.244,4.817,10.183
1568490745138,2019-09-14T15:52:25.138,28.990,0.610,4.878,9.634
1568490745148,2019-09-14T15:52:25.148,29.000,0.549,5.122,9.207
1568490745158,2019-09-14T15:52:25.158,29.010,0.427,5.183,8.720
1568490745168,2019-09-14T15:52:25.168,29.020,0.061,5.122,8.232
1568490745178,2019-09-14T15:52:25.178,29.030,-0.305,4.939,7.866
1568490745188,2019-09-14T15:52:25.188,29.040,-0.488,4.573,7.439
1568490745198,2019-09-14T15:52:25.198,29.050,-0.671,4.329,6.829
1568490745208,2019-09-14T15:52:25.208,29.060,-0.671,3.902,6.402
1568490745218,2019-09-14T15:52:25.218,29.070,-0.427,3.415,5.610
1568490745228,2019-09-14T15:52:25.228,29.080,-0.183,2.927,5.122
1568490745238,2019-09-14T15:52:25.238,29.090,-0.305,2.561,4.878
1568490745248,2019-09-14T15:52:25.248,29.100,-0.671,2.439,4.817
1568490745258,2019-09-14T15:52:25.258,29.110,-0.610,2.256,4.634
1568490745268,2019-09-14T15:52:25.268,29.120,-0.549,2.195,4.329
1568490745278,2019-09-14T15:52:25.278,29.130,-0.671,2.073,3.780
1568490745288,2019-09-14T15:52:25.288,29.140,-0.488,2.195,3.049
1568490745298,2019-09-14T15:52:25.298,29.150,-0.183,2.073,2.500
1568490745308,2019-09-14T15:52:25.308,29.160,0.244,2.073,1.768
1568490745318,2019-09-14T15:52:25.318,29.170,0.854,1.768,1.341
1568490745328,2019-09-14T15:52:25.328,29.180,1.280,1.524,1.098
1568490745338,2019-09-14T15:52:25.338,29.190,1.768,1.220,1.037
1568490745348,2019-09-14T15:52:25.348,29.200,2.195,1.037,1.341
1568490745358,2019-09-14T15:52:25.358,29.210,2.439,0.793,1.829
1568490745368,2019-09-14T15:52:25.368,29.220,2.805,0.366,2.134
1568490745378,2019-09-14T15:52:25.378,29.230,2.988,0.000,2.378
1568490745388,2019-09-14T15:52:25.388,29.240,2.988,-0.488,2.744
1568490745398,2019-09-14T15:52:25.398,29.250,3.171,-0.976,2.988
1568490745408,2019-09-14T15:52:25.408,29.260,3.232,-1.402,3.232
1568490745418,2019-09-14T15:52:25.418,29.270,3.171,-1.951,3.354
1568490745428,2019-09-14T15:52:25.428,29.280,3.049,-2.378,3.476
1568490745438,2019-09-14T15:52:25.438,29.290,2.866,-2.683,3.537
1568490745448,2019-09-14T15:52:25.448,29.300,2.622,-2.988,3.537
1568490745458,2019-09-14T15:52:25.458,29.310,2.317,-3.171,3.841
1568490745468,2019-09-14T15:52:25.468,29.320,2.073,-3.293,4.268
1568490745478,2019-09-14T15:52:25.478,29.330,1.890,-3.354,4.512
1568490745488,2019-09-14T15:52:25.488,29.340,1.829,-3.415,4.695
1568490745498,2019-09-14T15:52:25.498,29.350,1.829,-3.537,4.939
1568490745508,2019-09-14T15:52:25.508,29.360,2.012,-3.598,5.000
1568490745518,2019-09-14T15:52:25.518,29.370,2.195,-3.780,4.939
1568490745528,2019-09-14T15:52:25.528,29.380,2.195,-3.598,4.939
1568490745538,2019-09-14T15:52:25.538,29.390,2.134,-3.354,5.000
1568490745548,2019-09-14T15:52:25.548,29.400,2.012,-3.110,4.939
1568490745558,2019-09-14T15:52:25.558,29.410,2.012,-3.049,4.878
1568490745568,2019-09-14T15:52:25.568,29.420,1.829,-2.805,4.695
1568490745578,2019-09-14T15:52:25.578,29.430,1.768,-2.744,4.390
1568490745588,2019-09-14T15:52:25.588,29.440,2.195,-2.744,3.902
1568490745598,2019-09-14T15:52:25.598,29.450,2.622,-2.683,3.232
1568490745608,2019-09-14T15:52:25.608,29.460,2.866,-2.683,2.317
1568490745618,2019-09-14T15:52:25.618,29.470,2.622,-2.561,1.402
1568490745628,2019-09-14T15:52:25.628,29.480,2.378,-2.500,0.305
1568490745638,2019-09-14T15:52:25.638,29.490,2.378,-2.317,-0.549
1568490745648,2019-09-14T15:52:25.648,29.500,2.256,-2.317,-1.402
1568490745658,2019-09-14T15:52:25.658,29.510,2.256,-2.561,-2.378
1568490745668,2019-09-14T15:52:25.668,29.520,2.317,-2.561,-3.049
1568490745678,2019-09-14T15:52:25.678,29.530,2.073,-2.500,-3.659
1568490745688,2019-09-14T15:52:25.688,29.540,1.829,-2.378,-4.085
1568490745698,2019-09-14T15:52:25.698,29.550,1.463,-2.134,-4.451
1568490745708,2019-09-14T15:52:25.708,29.560,0.915,-1.829,-4.695
1568490745718,2019-09-14T15:52:25.718,29.570,0.488,-1.402,-4.878
1568490745728,2019-09-14T15:52:25.728,29.580,0.305,-1.159,-5.061
1568490745738,2019-09-14T15:52:25.738,29.590,0.122,-0.854,-5.183
1568490745748,2019-09-14T15:52:25.748,29.600,0.061,-0.732,-5.183
1568490745758,2019-09-14T15:52:25.758,29.610,0.122,-0.427,-4.878
1568490745768,2019-09-14T15:52:25.768,29.620,0.061,0.061,-4.146
1568490745778,2019-09-14T15:52:25.778,29.630,-0.305,0.610,-2.744
1568490745788,2019-09-14T15:52:25.788,29.640,-0.732,1.341,-0.610
1568490745798,2019-09-14T15:52:25.798,29.650,-1.098,2.195,2.256
1568490745808,2019-09-14T15:52:25.808,29.660,-1.220,2.622,5.671
1568490745818,2019-09-14T15:52:25.818,29.670,-0.976,2.866,9.329
1568490745828,2019-09-14T15:52:25.828,29.680,-0.488,2.927,13.354
1568490745838,2019-09-14T15:52:25.838,29.690,0.122,2.927,17.683
1568490745848,2019-09-14T15:52:25.848,29.700,0.549,2.866,22.378
1568490745858,2019-09-14T15:52:25.858,29.710,0.793,3.110,26.890
1568490745868,2019-09-14T15:52:25.868,29.720,1.037,3.415,31.037
1568490745878,2019-09-14T15:52:25.878,29.730,1.341,3.537,34.512
1568490745888,2019-09-14T15:52:25.888,29.740,2.073,3.415,37.073
1568490745898,2019-09-14T15:52:25.898,29.750,3.171,3.232,38.659
1568490745908,2019-09-14T15:52:25.908,29.760,4.207,3.110,39.390
1568490745918,2019-09-14T15:52:25.918,29.770,5.000,2.866,38.780
1568490745928,2019-09-14T15:52:25.928,29.780,6.585,2.500,36.707
1568490745938,2019-09-14T15:52:25.938,29.790,8.049,2.012,33.720
1568490745948,2019-09-14T15:52:25.948,29.800,9.085,1.220,29.695
1568490745958,2019-09-14T15:52:25.958,29.810,10.183,0.488,25.061
1568490745968,2019-09-14T15:52:25.968,29.820,11.220,-0.427,20.061
1568490745978,2019-09-14T15:52:25.978,29.830,12.439,-1.707,14.817
1568490745988,2019-09-14T15:52:25.988,29.840,13.598,-2.805,9.451
1568490745998,2019-09-14T15:52:25.998,29.850,14.695,-3.841,4.329
1568490746008,2019-09-14T15:52:26.008,29.860,14.817,-4.634,-0.610
1568490746018,2019-09-14T15:52:26.018,29.870,13.963,-5.122,-5.427
1568490746028,2019-09-14T15:52:26.028,29.880,13.354,-5.610,-10.122
1568490746038,2019-09-14T15:52:26.038,29.890,13.293,-6.341,-15.183
1568490746048,2019-09-14T15:52:26.048,29.900,13.598,-7.317,-20.244
1568490746058,2019-09-14T15:52:26.058,29.910,13.720,-8.171,-25.122
1568490746068,2019-09-14T15:52:26.068,29.920,13.598,-9.146,-29.695
1568490746078,2019-09-14T15:52:26.078,29.930,13.232,-9.878,-33.902
1568490746088,2019-09-14T15:52:26.088,29.940,12.805,-10.854,-37.683
1568490746098,2019-09-14T15:52:26.098,29.950,13.049,-11.890,-40.915
1568490746108,2019-09-14T15:52:26.108,29.960,13.354,-12.622,-43.537
1568490746118,2019-09-14T15:52:26.118,29.970,12.805,-13.110,-45.610
1568490746128,2019-09-14T15:52:26.128,29.980,12.012,-13.110,-47.500
1568490746138,2019-09-14T15:52:26.138,29.990,10.915,-12.744,-49.329
1568490746148,2019-09-14T15:52:26.148,30.000,9.878,-12.439,-51.280
1568490746158,2019-09-14T15:52:26.158,30.010,9.146,-12.073,-53.720
1568490746168,2019-09-14T15:52:26.168,30.020,8.415,-11.829,-56.707
1568490746178,2019-09-14T15:52:26.178,30.030,8.232,-11.707,-60.000
1568490746188,2019-09-14T15:52:26.188,30.040,8.171,-11.707,-63.293
1568490746198,2019-09-14T15:52:26.198,30.050,8.232,-11.829,-66.585
1568490746208,2019-09-14T15:52:26.208,30.060,8.293,-11.829,-69.878
1568490746218,2019-09-14T15:52:26.218,30.070,8.110,-11.707,-73.293
1568490746228,2019-09-14T15:52:26.228,30.080,7.683,-11.341,-76.829
1568490746238,2019-09-14T15:52:26.238,30.090,7.622,-10.976,-80.854
1568490746248,2019-09-14T15:52:26.248,30.100,8.171,-10.976,-85.427
1568490746258,2019-09-14T15:52:26.258,30.110,8.293,-10.671,-90.305
1568490746268,2019-09-14T15:52:26.268,30.120,7.317,-9.878,-95.183
1568490746278,2019-09-14T15:52:26.278,30.130,7.683,-9.634,-100.366
1568490746288,2019-09-14T15:52:26.288,30.140,9.451,-9.939,-106.037
1568490746298,2019-09-14T15:52:26.298,30.150,10.000,-9.817,-111.098
1568490746308,2019-09-14T15:52:26.308,30.160,9.878,-9.573,-116.098
1568490746318,2019-09-14T15:52:26.318,30.170,10.244,-9.451,-121.159
1568490746328,2019-09-14T15:52:26.328,30.180,9.939,-9.085,-125.732
1568490746338,2019-09-14T15:52:26.338,30.190,9.146,-8.598,-129.939
1568490746348,2019-09-14T15:52:26.348,30.200,9.024,-8.476,-134.390
1568490746358,2019-09-14T15:52:26.358,30.210,9.146,-8.415,-138.171
1568490746368,2019-09-14T15:52:26.368,30.220,8.171,-7.988,-140.366
1568490746378,2019-09-14T15:52:26.378,30.230,6.402,-7.561,-141.768
1568490746388,2019-09-14T15:52:26.388,30.240,5.427,-7.622,-143.720
1568490746398,2019-09-14T15:52:26.398,30.250,5.244,-8.110,-145.854
1568490746408,2019-09-14T15:52:26.408,30.260,5.549,-9.024,-148.232
1568490746418,2019-09-14T15:52:26.418,30.270,6.463,-10.244,-150.366
1568490746428,2019-09-14T15:52:26.428,30.280,6.707,-10.854,-150.732
1568490746438,2019-09-14T15:52:26.438,30.290,5.427,-10.732,-148.963
1568490746448,2019-09-14T15:52:26.448,30.300,4.268,-10.244,-146.220
1568490746458,2019-09-14T15:52:26.458,30.310,3.476,-9.268,-142.378
1568490746468,2019-09-14T15:52:26.468,30.320,3.293,-8.537,-138.293
1568490746478,2019-09-14T15:52:26.478,30.330,5.427,-8.415,-134.634
1568490746488,2019-09-14T15:52:26.488,30.340,7.805,-8.110,-129.634
1568490746498,2019-09-14T15:52:26.498,30.350,8.110,-6.951,-122.256
1568490746508,2019-09-14T15:52:26.508,30.360,8.659,-5.610,-115.183
1568490746518,2019-09-14T15:52:26.518,30.370,10.183,-4.207,-109.939
1568490746528,2019-09-14T15:52:26.528,30.380,11.402,-2.500,-105.671
1568490746538,2019-09-14T15:52:26.538,30.390,11.402,-0.427,-101.037
1568490746548,2019-09-14T15:52:26.548,30.400,11.829,1.463,-96.220
1568490746558,2019-09-14T15:52:26.558,30.410,12.805,3.049,-91.646
1568490746568,2019-09-14T15:52:26.568,30.420,13.902,3.963,-87.866
1568490746578,2019-09-14T15:52:26.578,30.430,15.305,4.085,-84.939
1568490746588,2019-09-14T15:52:26.588,30.440,15.122,4.146,-81.098
1568490746598,2019-09-14T15:52:26.598,30.450,12.866,4.146,-75.976
1568490746608,2019-09-14T15:52:26.608,30.460,11.646,3.415,-71.890
1568490746618,2019-09-14T15:52:26.618,30.470,12.134,2.134,-69.939
1568490746628,2019-09-14T15:52:26.628,30.480,11.707,1.341,-67.805
1568490746638,2019-09-14T15:52:26.638,30.490,9.756,1.646,-64.207
1568490746648,2019-09-14T15:52:26.648,30.500,7.988,1.890,-60.488
1568490746658,2019-09-14T15:52:26.658,30.510,9.329,0.854,-58.659
1568490746668,2019-09-14T15:52:26.668,30.520,12.134,-1.341,-57.378
1568490746678,2019-09-14T15:52:26.678,30.530,14.329,-3.720,-55.549
1568490746688,2019-09-14T15:52:26.688,30.540,16.098,-6.098,-53.171
1568490746698,2019-09-14T15:52:26.698,30.550,16.707,-7.805,-50.366
1568490746708,2019-09-14T15:52:26.708,30.560,16.098,-8.476,-46.707
1568490746718,2019-09-14T15:52:26.718,30.570,14.756,-8.293,-44.512
1568490746728,2019-09-14T15:52:26.728,30.580,13.354,-7.683,-43.598
1568490746738,2019-09-14T15:52:26.738,30.590,11.707,-6.585,-42.134
1568490746748,2019-09-14T15:52:26.748,30.600,9.878,-5.366,-40.366
1568490746758,2019-09-14T15:52:26.758,30.610,8.841,-3.963,-39.207
1568490746768,2019-09-14T15:52:26.768,30.620,8.232,-2.378,-37.988
1568490746778,2019-09-14T15:52:26.778,30.630,7.622,-0.915,-36.220
1568490746788,2019-09-14T15:52:26.788,30.640,7.195,0.000,-33.476
1568490746798,2019-09-14T15:52:26.798,30.650,7.561,0.305,-28.902
1568490746808,2019-09-14T15:52:26.808,30.660,7.988,0.244,-23.110
1568490746818,2019-09-14T15:52:26.818,30.670,7.805,0.549,-16.829
1568490746828,2019-09-14T15:52:26.828,30.680,7.927,1.524,-11.280
1568490746838,2019-09-14T15:52:26.838,30.690,7.927,2.988,-5.122
1568490746848,2019-09-14T15:52:26.848,30.700,6.037,5.244,2.317
1568490746858,2019-09-14T15:52:26.858,30.710,3.963,6.707,9.390
1568490746868,2019-09-14T15:52:26.868,30.720,4.695,6.768,16.463
1568490746878,2019-09-14T15:52:26.878,30.730,6.159,6.402,22.988
1568490746888,2019-09-14T15:52:26.888,30.740,5.671,6.646,28.171
1568490746898,2019-09-14T15:52:26.898,30.750,3.720,7.805,34.085
1568490746908,2019-09-14T15:52:26.908,30.760,2.012,8.171,39.024
1568490746918,2019-09-14T15:52:26.918,30.770,1.646,7.500,41.524
1568490746928,2019-09-14T15:52:26.928,30.780,1.768,6.341,43.415
1568490746938,2019-09-14T15:52:26.938,30.790,1.341,5.000,45.366
1568490746948,2019-09-14T15:52:26.948,30.800,1.037,3.415,46.037
1568490746958,2019-09-14T15:52:26.958,30.810,0.122,2.134,46.280
1568490746968,2019-09-14T15:52:26.968,30.820,-2.500,1.159,46.890
1568490746978,2019-09-14T15:52:26.978,30.830,-4.695,-0.366,48.171
1568490746988,2019-09-14T15:52:26.988,30.840,-4.695,-2.683,49.634
1568490746998,2019-09-14T15:52:26.998,30.850,-4.573,-4.573,50.366
1568490747008,2019-09-14T15:52:27.008,30.860,-5.549,-5.183,51.159
1568490747018,2019-09-14T15:52:27.018,30.870,-7.073,-4.634,51.951
1568490747028,2019-09-14T15:52:27.028,30.880,-8.171,-3.659,53.049
1568490747038,2019-09-14T15:52:27.038,30.890,-9.024,-2.805,54.451
1568490747048,2019-09-14T15:52:27.048,30.900,-9.512,-2.317,56.646
1568490747058,2019-09-14T15:52:27.058,30.910,-10.549,-2.012,59.146
1568490747068,2019-09-14T15:52:27.068,30.920,-11.159,-1.829,61.707
1568490747078,2019-09-14T15:52:27.078,30.930,-11.341,-1.768,64.268
1568490747088,2019-09-14T15:52:27.088,30.940,-11.280,-1.463,67.195
1568490747098,2019-09-14T15:52:27.098,30.950,-11.585,-0.427,71.037
1568490747108,2019-09-14T15:52:27.108,30.960,-12.378,0.610,75.244
1568490747118,2019-09-14T15:52:27.118,30.970,-12.561,1.341,79.695
1568490747128,2019-09-14T15:52:27.128,30.980,-12.378,1.768,84.268
1568490747138,2019-09-14T15:52:27.138,30.990,-12.195,1.890,88.902
1568490747148,2019-09-14T15:52:27.148,31.000,-12.744,2.988,93.720
1568490747158,2019-09-14T15:52:27.158,31.010,-14.756,4.756,98.598
1568490747168,2019-09-14T15:52:27.168,31.020,-16.707,6.402,102.012
1568490747178,2019-09-14T15:52:27.178,31.030,-17.622,7.622,103.902
1568490747188,2019-09-14T15:52:27.188,31.040,-17.805,7.927,104.695
1568490747198,2019-09-14T15:52:27.198,31.050,-16.159,6.890,104.085
1568490747208,2019-09-14T15:52:27.208,31.060,-13.902,5.488,103.232
1568490747218,2019-09-14T15:52:27.218,31.070,-13.537,4.024,103.598
1568490747228,2019-09-14T15:52:27.228,31.080,-14.512,2.744,104.878
1568490747238,2019-09-14T15:52:27.238,31.090,-14.573,1.402,106.037
1568490747248,2019-09-14T15:52:27.248,31.100,-15.122,0.793,107.744
1568490747258,2019-09-14T15:52:27.258,31.110,-18.049,1.951,110.549
1568490747268,2019-09-14T15:52:27.268,31.120,-21.707,4.085,113.659
1568490747278,2019-09-14T15:52:27.278,31.130,-23.902,5.793,115.427
1568490747288,2019-09-14T15:52:27.288,31.140,-27.500,7.744,116.463
1568490747298,2019-09-14T15:52:27.298,31.150,-32.500,9.085,117.378
1568490747308,2019-09-14T15:52:27.308,31.160,-32.561,8.171,115.610
1568490747318,2019-09-14T15:52:27.318,31.170,-30.488,6.890,112.256
1568490747328,2019-09-14T15:52:27.328,31.180,-32.805,6.890,109.939
1568490747338,2019-09-14T15:52:27.338,31.190,-36.524,6.890,107.744
1568490747348,2019-09-14T15:52:27.348,31.200,-37.317,6.037,103.780
1568490747358,2019-09-14T15:52:27.358,31.210,-36.220,4.878,98.476
1568490747368,2019-09-14T15:52:27.368,31.220,-34.695,3.902,93.110
1568490747378,2019-09-14T15:52:27.378,31.230,-32.500,2.927,88.293
1568490747388,2019-09-14T15:52:27.388,31.240,-29.024,1.890,83.537
1568490747398,2019-09-14T15:52:27.398,31.250,-25.122,1.037,78.841
1568490747408,2019-09-14T15:52:27.408,31.260,-21.829,0.610,75.366
1568490747418,2019-09-14T15:52:27.418,31.270,-19.451,0.732,73.049
1568490747428,2019-09-14T15:52:27.428,31.280,-17.866,1.159,71.585
1568490747438,2019-09-14T15:52:27.438,31.290,-17.195,1.768,70.854
1568490747448,2019-09-14T15:52:27.448,31.300,-16.646,2.134,69.939
1568490747458,2019-09-14T15:52:27.458,31.310,-15.976,1.829,68.354
1568490747468,2019-09-14T15:52:27.468,31.320,-15.122,1.280,66.220
1568490747478,2019-09-14T15:52:27.478,31.330,-14.207,0.244,63.902
1568490747488,2019-09-14T15:52:27.488,31.340,-13.537,-0.854,61.951
1568490747498,2019-09-14T15:52:27.498,31.350,-13.476,-1.768,60.244
1568490747508,2019-09-14T15:52:27.508,31.360,-13.476,-2.866,58.049
1568490747518,2019-09-14T15:52:27.518,31.370,-12.622,-4.268,55.366
1568490747528,2019-09-14T15:52:27.528,31.380,-12.012,-5.549,52.805
1568490747538,2019-09-14T15:52:27.538,31.390,-11.402,-6.951,49.939
1568490747548,2019-09-14T15:52:27.548,31.400,-10.061,-8.049,46.951
1568490747558,2019-09-14T15:52:27.558,31.410,-9.207,-8.415,44.695
1568490747568,2019-09-14T15:52:27.568,31.420,-9.939,-7.866,43.537
1568490747578,2019-09-14T15:52:27.578,31.430,-11.220,-6.890,42.927
1568490747588,2019-09-14T15:52:27.588,31.440,-11.463,-5.915,42.561
1568490747598,2019-09-14T15:52:27.598,31.450,-11.951,-4.817,42.012
1568490747608,2019-09-14T15:52:27.608,31.460,-12.195,-4.085,41.463
1568490747618,2019-09-14T15:52:27.618,31.470,-11.159,-3.780,41.463
1568490747628,2019-09-14T15:52:27.628,31.480,-10.061,-3.659,41.341
1568490747638,2019-09-14T15:52:27.638,31.490,-9.024,-3.780,40.671
1568490747648,2019-09-14T15:52:27.648,31.500,-7.195,-4.390,39.207
1568490747658,2019-09-14T15:52:27.658,31.510,-5.915,-5.061,37.805
1568490747668,2019-09-14T15:52:27.668,31.520,-5.732,-5.854,37.073
1568490747678,2019-09-14T15:52:27.678,31.530,-6.280,-6.646,36.646
1568490747688,2019-09-14T15:52:27.688,31.540,-7.439,-7.744,36.829
1568490747698,2019-09-14T15:52:27.698,31.550,-9.207,-9.024,37.744
1568490747708,2019-09-14T15:52:27.708,31.560,-10.854,-10.549,38.720
1568490747718,2019-09-14T15:52:27.718,31.570,-12.561,-11.951,39.756
1568490747728,2019-09-14T15:52:27.728,31.580,-14.085,-13.293,40.854
1568490747738,2019-09-14T15:52:27.738,31.590,-15.671,-13.963,41.890
1568490747748,2019-09-14T15:52:27.748,31.600,-17.500,-14.085,42.561
1568490747758,2019-09-14T15:52:27.758,31.610,-17.866,-14.390,42.439
1568490747768,2019-09-14T15:52:27.768,31.620,-17.317,-14.207,41.585
1568490747778,2019-09-14T15:52:27.778,31.630,-17.317,-13.232,40.366
1568490747788,2019-09-14T15:52:27.788,31.640,-17.073,-11.646,39.146
1568490747798,2019-09-14T15:52:27.798,31.650,-15.610,-9.939,37.561
1568490747808,2019-09-14T15:52:27.808,31.660,-13.902,-8.110,36.037
1568490747818,2019-09-14T15:52:27.818,31.670,-12.439,-6.098,34.573
1568490747828,2019-09-14T15:52:27.828,31.680,-10.488,-4.268,32.683
1568490747838,2019-09-14T15:52:27.838,31.690,-8.780,-2.622,30.732
1568490747848,2019-09-14T15:52:27.848,31.700,-6.951,-1.098,28.354
